ESSID,Mac,Channel,Frequency(Ghz),Quality,Signal(dBm)
qurinet,22:22:22:22:22:22,11,2.462,22,-88
22-1,00:0C:42:6C:36:B1,11,2.462,33,-77
1-1,00:0C:42:6C:3D:68,11,2.462,22,-88
3-0,00:0C:42:6C:3D:C2,1,2.412,37,-73
qurinet,22:22:22:22:22:22,1,2.412,46,-64
13-0,00:0C:42:6C:3D:C3,1,2.412,43,-67
