ESSID,Mac,Channel,Frequency(Ghz),Quality,Signal(dBm)
qurinet,22:22:22:22:22:22,1,2.412,37,-73
3-1,00:0C:42:6C:3D:2D,11,2.462,29,-81
22-1,00:0C:42:6C:36:B1,11,2.462,63,-47
qurinet,22:22:22:22:22:22,11,2.462,70,-9
