ESSID,Mac,Channel,Frequency(Ghz),Quality,Signal(dBm)
qurinet,22:22:22:22:22:22,1,2.412,32,-78
21-0,00:0C:42:6C:40:77,1,2.412,32,-78
1-0,00:0C:42:6C:40:76,1,2.412,31,-79
34-1,00:0C:42:6C:39:49,11,2.462,34,-76
qurinet,22:22:22:22:22:22,11,2.462,70,-31
5-0,00:0C:42:6C:3D:48,1,2.412,22,-88
1-1,00:0C:42:6C:3D:68,11,2.462,27,-83
13-0,00:0C:42:6C:3D:C3,1,2.412,24,-86
32-0,00:0C:42:6C:39:3D,1,2.412,23,-87
