ESSID,Mac,Channel,Frequency(Ghz),Quality,Signal(dBm)
qurinet,22:22:22:22:22:22,11,2.462,23,-87
29-1,00:0C:42:67:89:B6,11,2.462,20,-90
2-1,00:0C:42:67:89:99,11,2.462,20,-90
6-1,00:0C:42:6C:3D:3E,11,2.462,24,-86
1-1,00:0C:42:6C:3D:68,11,2.462,23,-87
252-1,00:0C:42:65:C6:73,11,2.462,22,-88
10-1,00:0C:42:67:89:9C,11,2.462,22,-88
qurinet,22:22:22:22:22:22,1,2.412,51,-59
31-0,00:0C:42:6C:37:AB,1,2.412,49,-61
252-0,00:0C:42:6C:3A:3D,1,2.412,23,-87
