ESSID,Mac,Channel,Frequency(Ghz),Quality,Signal(dBm)
qurinet,22:22:22:22:22:22,11,2.462,39,-71
38-0,00:0C:42:67:89:A8,1,2.412,27,-83
33-0,00:0C:42:6C:3D:EE,1,2.412,48,-62
qurinet,22:22:22:22:22:22,1,2.412,37,-73
32-1,00:0C:42:6C:39:45,11,2.462,34,-76
38-1,00:0C:42:65:C6:AE,11,2.462,51,-59
qurinet,22:22:22:22:22:22,11,2.462,36,-74
