ESSID,Mac,Channel,Frequency(Ghz),Quality,Signal(dBm)
qurinet,22:22:22:22:22:22,11,2.462,39,-71
qurinet,22:22:22:22:22:22,1,2.412,30,-80
36-0,00:0C:42:6C:39:24,1,2.412,35,-75
qurinet,22:22:22:22:22:22,6,2.437,24,-86
37-1,00:0C:42:67:89:89,11,2.462,34,-76
