ESSID,Mac,Channel,Frequency(Ghz),Quality,Signal(dBm)
qurinet,22:22:22:22:22:22,11,2.462,24,-86
1-1,00:0C:42:6C:3D:68,11,2.462,37,-73
10-1,00:0C:42:67:89:9C,11,2.462,23,-87
qurinet,22:22:22:22:22:22,1,2.412,37,-73
21-0,00:0C:42:6C:40:77,1,2.412,36,-74
30-1,00:0C:42:65:C4:4F,11,2.462,19,-91
