ESSID,Mac,Channel,Frequency(Ghz),Quality,Signal(dBm)
qurinet,22:22:22:22:22:22,1,2.412,39,-71
37-0,00:0C:42:65:C6:74,1,2.412,42,-68
36-1,00:0C:42:6C:39:3F,11,2.462,36,-74
qurinet,22:22:22:22:22:22,11,2.462,22,-88
37-1,00:0C:42:67:89:89,11,2.462,25,-85
36-1,00:0C:42:6C:39:3F,11,2.462,37,-73
