ESSID,Mac,Channel,Frequency(Ghz),Quality,Signal(dBm)
qurinet,22:22:22:22:22:22,1,2.412,42,-68
qurinet,22:22:22:22:22:22,11,2.462,27,-83
37-1,00:0C:42:67:89:89,11,2.462,48,-62
36-0,00:0C:42:6C:39:24,1,2.412,44,-66
36-1,00:0C:42:6C:39:3F,11,2.462,28,-82
