ESSID,Mac,Channel,Frequency(Ghz),Quality,Signal(dBm)
qurinet,22:22:22:22:22:22,11,2.462,34,-76
3-1,00:0C:42:6C:3D:2D,11,2.462,33,-77
Verizon-MiFi5510L-67D2,00:15:FF:57:67:D2,11,2.462,21,-89
