ESSID,Mac,Channel,Frequency(Ghz),Quality,Signal(dBm)
252-0,00:0C:42:6C:3A:3D,1,2.412,30,-80
qurinet,22:22:22:22:22:22,1,2.412,34,-76
2-0,00:0C:42:67:89:2C,1,2.412,33,-77
qurinet,22:22:22:22:22:22,11,2.462,22,-88
5-1,00:0C:42:6C:40:7C,11,2.462,70,-39
2-1,00:0C:42:67:89:99,11,2.462,23,-87
34-0,00:0C:42:6C:37:C6,1,2.412,22,-88
