ESSID,Mac,Channel,Frequency(Ghz),Quality,Signal(dBm)
qurinet,22:22:22:22:22:22,1,2.412,38,-72
38-1,00:0C:42:65:C6:AE,11,2.462,57,-53
qurinet,22:22:22:22:22:22,11,2.462,70,-38
33-1,00:0C:42:67:89:1E,11,2.462,70,-34
32-0,00:0C:42:6C:39:3D,1,2.412,29,-81
qurinet,22:22:22:22:22:22,1,2.412,42,-68
33-0,00:0C:42:6C:3D:EE,1,2.412,46,-64
32-1,00:0C:42:6C:39:45,11,2.462,45,-65
