ESSID,Mac,Channel,Frequency(Ghz),Quality,Signal(dBm)
32-0,00:0C:42:6C:39:3D,1,2.412,28,-82
qurinet,22:22:22:22:22:22,1,2.412,26,-84
13-0,00:0C:42:6C:3D:C3,1,2.412,37,-73
qurinet,22:22:22:22:22:22,11,2.462,26,-84
3-1,00:0C:42:6C:3D:2D,11,2.462,69,-41
22-1,00:0C:42:6C:36:B1,11,2.462,28,-82
31-0,00:0C:42:6C:37:AB,1,2.412,26,-84
