ESSID,Mac,Channel,Frequency(Ghz),Quality,Signal(dBm)
2-1,00:0C:42:67:89:99,11,2.462,23,-87
qurinet,22:22:22:22:22:22,11,2.462,20,-90
qurinet,22:22:22:22:22:22,1,2.412,46,-64
5-0,00:0C:42:6C:3D:48,1,2.412,32,-78
34-1,00:0C:42:6C:39:49,11,2.462,20,-90
34-0,00:0C:42:6C:37:C6,1,2.412,23,-87
