ESSID,Mac,Channel,Frequency(Ghz),Quality,Signal(dBm)
37-0,00:0C:42:65:C6:74,1,2.412,58,-52
qurinet,22:22:22:22:22:22,11,2.462,26,-84
qurinet,22:22:22:22:22:22,1,2.412,59,-51
36-0,00:0C:42:6C:39:24,1,2.412,32,-78
32-1,00:0C:42:6C:39:45,11,2.462,24,-86
qurinet,22:22:22:22:22:22,11,2.462,35,-75
36-1,00:0C:42:6C:39:3F,11,2.462,36,-74
