ESSID,Mac,Channel,Frequency(Ghz),Quality,Signal(dBm)
qurinet,22:22:22:22:22:22,11,2.462,49,-61
38-0,00:0C:42:67:89:A8,1,2.412,60,-50
qurinet,22:22:22:22:22:22,11,2.462,53,-57
32-1,00:0C:42:6C:39:45,11,2.462,23,-87
qurinet,22:22:22:22:22:22,1,2.412,62,-48
33-1,00:0C:42:67:89:1E,11,2.462,53,-57
