ESSID,Mac,Channel,Frequency(Ghz),Quality,Signal(dBm)
qurinet,22:22:22:22:22:22,1,2.412,44,-66
38-0,00:0C:42:67:89:A8,1,2.412,45,-65
33-1,00:0C:42:67:89:1E,11,2.462,48,-62
qurinet,22:22:22:22:22:22,11,2.462,48,-62
