ESSID,Mac,Channel,Frequency(Ghz),Quality,Signal(dBm)
qurinet,22:22:22:22:22:22,1,2.412,29,-81
13-0,00:0C:42:6C:3D:C3,1,2.412,39,-71
qurinet,22:22:22:22:22:22,11,2.462,33,-77
1-0,00:0C:42:6C:40:76,1,2.412,27,-83
1-1,00:0C:42:6C:3D:68,11,2.462,36,-74
