ESSID,Mac,Channel,Frequency(Ghz),Quality,Signal(dBm)
qurinet,22:22:22:22:22:22,6,2.437,51,-59
qurinet,22:22:22:22:22:22,1,2.412,26,-84
248-0,00:0C:42:6C:3D:39,6,2.437,49,-61
qurinet,22:22:22:22:22:22,11,2.462,23,-87
1-1,00:0C:42:6C:3D:68,11,2.462,42,-68
32-0,00:0C:42:6C:39:3D,1,2.412,27,-83
1-0,00:0C:42:6C:40:76,1,2.412,29,-81
36-1,00:0C:42:6C:39:3F,11,2.462,26,-84
