ESSID,Mac,Channel,Frequency(Ghz),Quality,Signal(dBm)
35-1,00:0C:42:67:89:96,11,2.462,49,-61
37-0,00:0C:42:65:C6:74,1,2.412,40,-70
36-0,00:0C:42:6C:39:24,1,2.412,37,-73
35-0,00:0C:42:6C:3D:3D,6,2.437,30,-80
37-1,00:0C:42:67:89:89,11,2.462,43,-67
