ESSID,Mac,Channel,Frequency(Ghz),Quality,Signal(dBm)
33-1,00:0C:42:67:89:1E,11,2.462,45,-65
33-0,00:0C:42:6C:3D:EE,1,2.412,40,-70
32-0,00:0C:42:6C:39:3D,1,2.412,22,-88
38-1,00:0C:42:65:C6:AE,11,2.462,42,-68
32-1,00:0C:42:6C:39:45,11,2.462,43,-67
33-1,00:0C:42:67:89:1E,11,2.462,70,-38
32-1,00:0C:42:6C:39:45,11,2.462,42,-68
