ESSID,Mac,Channel,Frequency(Ghz),Quality,Signal(dBm)
16-0,00:0C:42:6C:39:3C,1,2.412,31,-79
25-0,00:0C:42:6C:35:7B,1,2.412,40,-70
6-0,00:0C:42:6C:40:7B,1,2.412,35,-75
27-0,00:0C:42:6C:37:D1,1,2.412,21,-89
26-1,00:0C:42:6C:39:40,11,2.462,67,-43
6-1,00:0C:42:6C:3D:3E,11,2.462,20,-90
25-1,00:0C:42:6C:3A:59,11,2.462,24,-86
