ESSID,Mac,Channel,Frequency(Ghz),Quality,Signal(dBm)
24-1,00:0C:42:67:89:B9,11,2.462,29,-81
6-1,00:0C:42:6C:3D:3E,11,2.462,22,-88
2-1,00:0C:42:67:89:99,11,2.462,18,-92
252-1,00:0C:42:65:C6:73,11,2.462,21,-89
24-0,00:0C:42:6C:3D:2B,1,2.412,32,-78
14-0,00:0C:42:6C:39:23,1,2.412,30,-80
