ESSID,Mac,Channel,Frequency(Ghz),Quality,Signal(dBm)
8-0,00:0C:42:6C:40:83,1,2.412,37,-73
16-0,00:0C:42:6C:39:3C,1,2.412,32,-78
6-0,00:0C:42:6C:40:7B,1,2.412,22,-88
9-1,00:0C:42:67:89:C8,11,2.462,70,-40
38-0,00:0C:42:6C:3A:2E,1,2.412,31,-79
6-1,00:0C:42:6C:3D:3E,11,2.462,22,-88
