ESSID,Mac,Channel,Frequency(Ghz),Quality,Signal(dBm)
13-0,00:0C:42:6C:3D:C3,1,2.412,28,-82
23-0,00:0C:42:6C:40:75,1,2.412,24,-86
6-0,00:0C:42:6C:40:7B,1,2.412,23,-87
29-0,00:0C:42:6C:40:84,1,2.412,26,-84
14-0,00:0C:42:6C:39:23,1,2.412,33,-77
252-0,00:0C:42:6C:3A:3D,1,2.412,27,-83
24-1,00:0C:42:67:89:B9,11,2.462,64,-46
14-1,00:0C:42:65:C4:5E,11,2.462,33,-77
2-1,00:0C:42:67:89:99,11,2.462,21,-89
6-1,00:0C:42:6C:3D:3E,11,2.462,22,-88
