ESSID,Mac,Channel,Frequency(Ghz),Quality,Signal(dBm)
30-1,00:0C:42:65:C4:4F,11,2.462,21,-89
248-1,00:0C:42:65:C4:6C,11,2.462,38,-72
31-1,00:0C:42:6C:37:C4,11,2.462,21,-89
12-1,00:0C:42:67:89:B5,11,2.462,22,-88
22-1,00:0C:42:6C:36:B1,11,2.462,18,-92
1-1,00:0C:42:6C:3D:68,11,2.462,37,-73
23-1,00:0C:42:67:93:E7,11,2.462,20,-90
30-0,00:0C:42:6C:3D:25,1,2.412,23,-87
21-0,00:0C:42:6C:40:77,1,2.412,45,-65
12-0,00:0C:42:6B:96:D5,1,2.412,31,-79
