ESSID,Mac,Channel,Frequency(Ghz),Quality,Signal(dBm)
15-1,00:0C:42:6C:39:25,11,2.462,36,-74
19-1,00:0C:42:6C:39:42,11,2.462,32,-78
17-1,00:0C:42:65:C6:AB,11,2.462,37,-73
30-1,00:0C:42:65:C4:4F,11,2.462,27,-83
16-1,00:0C:42:6C:37:8B,11,2.462,20,-90
28-0,00:0C:42:6C:3D:49,1,2.412,32,-78
29-1,00:0C:42:6C:39:38,11,2.462,20,-90
17-0,00:0C:42:6C:3D:2F,1,2.412,39,-71
8-0,00:0C:42:6C:40:83,1,2.412,36,-74
19-0,00:0C:42:6C:39:37,1,2.412,34,-76
