ESSID,Mac,Channel,Frequency(Ghz),Quality,Signal(dBm)
16-0,00:0C:42:6C:39:3C,1,2.412,30,-80
17-0,00:0C:42:6C:3D:2F,1,2.412,26,-84
27-0,00:0C:42:6C:37:D1,1,2.412,36,-74
8-0,00:0C:42:6C:40:83,1,2.412,36,-74
28-0,00:0C:42:6C:3D:49,1,2.412,30,-80
15-1,00:0C:42:6C:39:25,11,2.462,50,-60
27-1,00:0C:42:6C:39:3B,11,2.462,24,-86
17-1,00:0C:42:65:C6:AB,11,2.462,19,-91
28-1,00:0C:42:67:89:CC,11,2.462,25,-85
