ESSID,Mac,Channel,Frequency(Ghz),Quality,Signal(dBm)
33-1,00:0C:42:67:89:1E,11,2.462,50,-60
32-1,00:0C:42:6C:39:45,11,2.462,23,-87
38-0,00:0C:42:67:89:A8,1,2.412,53,-57
33-0,00:0C:42:6C:3D:EE,1,2.412,22,-88
32-1,00:0C:42:6C:39:45,11,2.462,24,-86
33-1,00:0C:42:67:89:1E,11,2.462,52,-58
32-1,00:0C:42:6C:39:45,11,2.462,24,-86
