ESSID,Mac,Channel,Frequency(Ghz),Quality,Signal(dBm)
6-1,00:0C:42:6C:3D:3E,11,2.462,26,-84
25-1,00:0C:42:6C:3A:59,11,2.462,30,-80
16-1,00:0C:42:6C:37:8B,11,2.462,22,-88
29-1,00:0C:42:67:89:B6,11,2.462,21,-89
26-0,00:0C:42:6C:31:F9,1,2.412,37,-73
16-0,00:0C:42:6C:39:3C,1,2.412,31,-79
6-0,00:0C:42:6C:40:7B,1,2.412,35,-75
25-0,00:0C:42:6C:35:7B,1,2.412,31,-79
