ESSID,Mac,Channel,Frequency(Ghz),Quality,Signal(dBm)
32-0,00:0C:42:6C:39:3D,1,2.412,26,-84
36-0,00:0C:42:6C:39:24,1,2.412,24,-86
37-0,00:0C:42:65:C6:74,1,2.412,27,-83
1-1,00:0C:42:6C:3D:68,11,2.462,21,-89
35-0,00:0C:42:6C:3D:3D,6,2.437,63,-47
248-0,00:0C:42:6C:3D:39,6,2.437,25,-85
36-1,00:0C:42:6C:39:3F,11,2.462,47,-63
