ESSID,Mac,Channel,Frequency(Ghz),Quality,Signal(dBm)
252-0,00:0C:42:6C:3A:3D,1,2.412,30,-80
34-0,00:0C:42:6C:37:C6,1,2.412,24,-86
5-1,00:0C:42:6C:40:7C,11,2.462,70,-37
2-0,00:0C:42:67:89:2C,1,2.412,37,-73
