ESSID,Mac,Channel,Frequency(Ghz),Quality,Signal(dBm)
15-0,00:0C:42:6C:39:2C,1,2.412,37,-73
7-0,00:0C:42:6C:40:BC,1,2.412,25,-85
27-1,00:0C:42:6C:39:3B,11,2.462,23,-87
15-1,00:0C:42:6C:39:25,11,2.462,24,-86
