ESSID,Mac,Channel,Frequency(Ghz),Quality,Signal(dBm)
248-1,00:0C:42:65:C4:6C,11,2.462,20,-90
30-1,00:0C:42:65:C4:4F,11,2.462,20,-90
1-1,00:0C:42:6C:3D:68,11,2.462,32,-78
1-0,00:0C:42:6C:40:76,1,2.412,26,-84
21-0,00:0C:42:6C:40:77,1,2.412,28,-82
34-0,00:0C:42:6C:37:C6,1,2.412,23,-87
13-0,00:0C:42:6C:3D:C3,1,2.412,39,-71
