ESSID,Mac,Channel,Frequency(Ghz),Quality,Signal(dBm)
30-0,00:0C:42:6C:3D:25,1,2.412,24,-86
17-0,00:0C:42:6C:3D:2F,1,2.412,35,-75
15-0,00:0C:42:6C:39:2C,1,2.412,32,-78
8-0,00:0C:42:6C:40:83,1,2.412,38,-72
19-0,00:0C:42:6C:39:37,1,2.412,34,-76
28-1,00:0C:42:67:89:CC,11,2.462,69,-41
37-0,00:0C:42:65:C6:74,1,2.412,31,-79
29-0,00:0C:42:6C:3A:6D,1,2.412,20,-90
17-1,00:0C:42:65:C6:AB,11,2.462,32,-78
15-1,00:0C:42:6C:39:25,11,2.462,41,-69
19-1,00:0C:42:6C:39:42,11,2.462,28,-82
