ESSID,Mac,Channel,Frequency(Ghz),Quality,Signal(dBm)
1-1,00:0C:42:6C:3D:68,11,2.462,53,-57
248-1,00:0C:42:65:C4:6C,11,2.462,68,-42
2-0,00:0C:42:67:89:2C,1,2.412,30,-80
32-0,00:0C:42:6C:39:3D,1,2.412,34,-76
1-0,00:0C:42:6C:40:76,1,2.412,36,-74
35-0,00:0C:42:6C:3D:3D,6,2.437,47,-63
20-1,00:0C:42:65:C6:AC,11,2.462,29,-81
