ESSID,Mac,Channel,Frequency(Ghz),Quality,Signal(dBm)
4-1,00:0C:42:6C:3D:36,11,2.462,22,-88
252-1,00:0C:42:65:C6:73,11,2.462,22,-88
27-0,00:0C:42:6C:37:D1,1,2.412,34,-76
15-0,00:0C:42:6C:39:2C,1,2.412,26,-84
7-0,00:0C:42:6C:40:BC,1,2.412,29,-81
