ESSID,Mac,Channel,Frequency(Ghz),Quality,Signal(dBm)
6-0,00:0C:42:6C:40:7B,1,2.412,22,-88
29-0,00:0C:42:6C:40:84,1,2.412,26,-84
24-0,00:0C:42:6C:3D:2B,1,2.412,37,-73
14-1,00:0C:42:65:C4:5E,11,2.462,67,-43
24-1,00:0C:42:67:89:B9,11,2.462,29,-81
2-1,00:0C:42:67:89:99,11,2.462,20,-90
6-1,00:0C:42:6C:3D:3E,11,2.462,22,-88
252-1,00:0C:42:65:C6:73,11,2.462,24,-86
29-1,00:0C:42:67:89:B6,11,2.462,19,-91
