ESSID,Mac,Channel,Frequency(Ghz),Quality,Signal(dBm)
16-1,00:0C:42:6C:37:8B,11,2.462,20,-90
6-1,00:0C:42:6C:3D:3E,11,2.462,20,-90
9-0,00:0C:42:6C:3D:37,1,2.412,65,-45
8-0,00:0C:42:6C:40:83,1,2.412,25,-85
16-0,00:0C:42:6C:39:3C,1,2.412,26,-84
