ESSID,Mac,Channel,Frequency(Ghz),Quality,Signal(dBm)
8-0,00:0C:42:6C:40:83,1,2.412,30,-80
16-0,00:0C:42:6C:39:3C,1,2.412,34,-76
6-0,00:0C:42:6C:40:7B,1,2.412,36,-74
26-0,00:0C:42:6C:31:F9,1,2.412,34,-76
25-1,00:0C:42:6C:3A:59,11,2.462,70,-37
6-1,00:0C:42:6C:3D:3E,11,2.462,24,-86
26-1,00:0C:42:6C:39:40,11,2.462,37,-73
4-1,00:0C:42:6C:3D:36,11,2.462,23,-87
