ESSID,Mac,Channel,Frequency(Ghz),Quality,Signal(dBm)
2-1,00:0C:42:67:89:99,11,2.462,20,-90
34-1,00:0C:42:6C:39:49,11,2.462,22,-88
5-0,00:0C:42:6C:3D:48,1,2.412,37,-73
2-0,00:0C:42:67:89:2C,1,2.412,27,-83
