ESSID,Mac,Channel,Frequency(Ghz),Quality,Signal(dBm)
1-0,00:0C:42:6C:40:76,1,2.412,24,-86
30-0,00:0C:42:6C:3D:25,1,2.412,19,-91
34-0,00:0C:42:6C:37:C6,1,2.412,17,-93
13-0,00:0C:42:6C:3D:C3,1,2.412,21,-89
248-1,00:0C:42:65:C4:6C,11,2.462,27,-83
1-1,00:0C:42:6C:3D:68,11,2.462,25,-85
