ESSID,Mac,Channel,Frequency(Ghz),Quality,Signal(dBm)
16-1,00:0C:42:6C:37:8B,11,2.462,26,-84
6-1,00:0C:42:6C:3D:3E,11,2.462,23,-87
26-1,00:0C:42:6C:39:40,11,2.462,28,-82
4-1,00:0C:42:6C:3D:36,11,2.462,20,-90
25-0,00:0C:42:6C:35:7B,1,2.412,33,-77
26-0,00:0C:42:6C:31:F9,1,2.412,27,-83
6-0,00:0C:42:6C:40:7B,1,2.412,39,-71
16-0,00:0C:42:6C:39:3C,1,2.412,33,-77
8-0,00:0C:42:6C:40:83,1,2.412,25,-85
