ESSID,Mac,Channel,Frequency(Ghz),Quality,Signal(dBm)
33-1,00:0C:42:67:89:1E,11,2.462,36,-74
1-1,00:0C:42:6C:3D:68,11,2.462,24,-86
38-1,00:0C:42:65:C6:AE,11,2.462,23,-87
38-0,00:0C:42:67:89:A8,1,2.412,26,-84
32-0,00:0C:42:6C:39:3D,1,2.412,55,-55
