ESSID,Mac,Channel,Frequency(Ghz),Quality,Signal(dBm)
31-1,00:0C:42:6C:37:C4,11,2.462,22,-88
16-1,00:0C:42:6C:37:8B,11,2.462,20,-90
4-1,00:0C:42:6C:3D:36,11,2.462,25,-85
30-1,00:0C:42:65:C4:4F,11,2.462,21,-89
6-1,00:0C:42:6C:3D:3E,11,2.462,25,-85
252-1,00:0C:42:65:C6:73,11,2.462,43,-67
14-1,00:0C:42:65:C4:5E,11,2.462,20,-90
2-0,00:0C:42:67:89:2C,1,2.412,43,-67
252-0,00:0C:42:6C:3A:3D,1,2.412,69,-41
1-0,00:0C:42:6C:40:76,1,2.412,28,-82
