ESSID,Mac,Channel,Frequency(Ghz),Quality,Signal(dBm)
252-1,00:0C:42:65:C6:73,11,2.462,53,-57
6-1,00:0C:42:6C:3D:3E,11,2.462,27,-83
1-1,00:0C:42:6C:3D:68,11,2.462,22,-88
31-1,00:0C:42:6C:37:C4,11,2.462,22,-88
27-1,00:0C:42:6C:39:3B,11,2.462,21,-89
2-1,00:0C:42:67:89:99,11,2.462,26,-84
1-0,00:0C:42:6C:40:76,1,2.412,35,-75
8-0,00:0C:42:6C:40:83,1,2.412,35,-75
252-0,00:0C:42:6C:3A:3D,1,2.412,34,-76
4-0,00:0C:42:6C:3D:3A,1,2.412,35,-75
