ESSID,Mac,Channel,Frequency(Ghz),Quality,Signal(dBm)
31-1,00:0C:42:6C:37:C4,11,2.462,23,-87
4-1,00:0C:42:6C:3D:36,11,2.462,48,-62
30-1,00:0C:42:65:C4:4F,11,2.462,21,-89
6-1,00:0C:42:6C:3D:3E,11,2.462,25,-85
29-1,00:0C:42:67:89:B6,11,2.462,22,-88
2-1,00:0C:42:67:89:99,11,2.462,42,-68
14-1,00:0C:42:65:C4:5E,11,2.462,23,-87
17-0,00:0C:42:6C:3D:2F,1,2.412,26,-84
2-0,00:0C:42:67:89:2C,1,2.412,35,-75
252-0,00:0C:42:6C:3A:3D,1,2.412,37,-73
