ESSID,Mac,Channel,Frequency(Ghz),Quality,Signal(dBm)
31-0,00:0C:42:6C:37:AB,1,2.412,28,-82
13-0,00:0C:42:6C:3D:C3,1,2.412,38,-72
32-0,00:0C:42:6C:39:3D,1,2.412,29,-81
22-0,00:0C:42:6C:39:46,1,2.412,37,-73
1-0,00:0C:42:6C:40:76,1,2.412,26,-84
20-0,00:0C:42:6C:3D:5E,1,2.412,27,-83
23-0,00:0C:42:6C:40:75,1,2.412,34,-76
3-1,00:0C:42:6C:3D:2D,11,2.462,70,-37
23-1,00:0C:42:67:93:E7,11,2.462,40,-70
22-1,00:0C:42:6C:36:B1,11,2.462,31,-79
