ESSID,Mac,Channel,Frequency(Ghz),Quality,Signal(dBm)
1-1,00:0C:42:6C:3D:68,11,2.462,19,-91
29-1,00:0C:42:67:89:B6,11,2.462,24,-86
14-1,00:0C:42:65:C4:5E,11,2.462,31,-79
14-0,00:0C:42:6C:39:23,1,2.412,25,-85
29-0,00:0C:42:6C:40:84,1,2.412,22,-88
24-0,00:0C:42:6C:3D:2B,1,2.412,34,-76
