ESSID,Mac,Channel,Frequency(Ghz),Quality,Signal(dBm)
36-0,00:0C:42:6C:39:24,1,2.412,41,-69
35-1,00:0C:42:67:89:96,11,2.462,30,-80
36-1,00:0C:42:6C:39:3F,11,2.462,39,-71
37-1,00:0C:42:67:89:89,11,2.462,51,-59
35-1,00:0C:42:67:89:96,11,2.462,27,-83
36-1,00:0C:42:6C:39:3F,11,2.462,35,-75
35-1,00:0C:42:67:89:96,11,2.462,27,-83
