ESSID,Mac,Channel,Frequency(Ghz),Quality,Signal(dBm)
qurinet,22:22:22:22:22:22,1,2.412,38,-72
38-0,00:0C:42:67:89:A8,1,2.412,41,-69
33-1,00:0C:42:67:89:1E,11,2.462,45,-65
qurinet,22:22:22:22:22:22,11,2.462,44,-66
38-1,00:0C:42:65:C6:AE,11,2.462,23,-87
33-1,00:0C:42:67:89:1E,11,2.462,45,-65
