ESSID,Mac,Channel,Frequency(Ghz),Quality,Signal(dBm)
28-1,00:0C:42:67:89:CC,11,2.462,30,-80
qurinet,22:22:22:22:22:22,11,2.462,32,-78
30-1,00:0C:42:65:C4:4F,11,2.462,30,-80
29-1,00:0C:42:67:89:B6,11,2.462,24,-86
qurinet,22:22:22:22:22:22,1,2.412,34,-76
19-0,00:0C:42:6C:39:37,1,2.412,39,-71
17-1,00:0C:42:65:C6:AB,11,2.462,26,-84
28-0,00:0C:42:6C:3D:49,1,2.412,28,-82
29-0,00:0C:42:6C:40:84,1,2.412,20,-90
30-0,00:0C:42:6C:3D:25,1,2.412,29,-81
17-0,00:0C:42:6C:3D:2F,1,2.412,33,-77
