ESSID,Mac,Channel,Frequency(Ghz),Quality,Signal(dBm)
qurinet,22:22:22:22:22:22,11,2.462,49,-61
32-1,00:0C:42:6C:39:45,11,2.462,24,-86
38-0,00:0C:42:67:89:A8,1,2.412,59,-51
33-1,00:0C:42:67:89:1E,11,2.462,44,-66
qurinet,22:22:22:22:22:22,1,2.412,56,-54
33-0,00:0C:42:6C:3D:EE,1,2.412,26,-84
qurinet,22:22:22:22:22:22,11,2.462,47,-63
