ESSID,Mac,Channel,Frequency(Ghz),Quality,Signal(dBm)
13-0,00:0C:42:6C:3D:C3,1,2.412,44,-66
qurinet,22:22:22:22:22:22,11,2.462,35,-75
1-1,00:0C:42:6C:3D:68,11,2.462,37,-73
qurinet,22:22:22:22:22:22,11,2.462,35,-75
qurinet,22:22:22:22:22:22,1,2.412,36,-74
1-0,00:0C:42:6C:40:76,1,2.412,28,-82
248-1,00:0C:42:65:C4:6C,6,2.437,21,-89
