ESSID,Mac,Channel,Frequency(Ghz),Quality,Signal(dBm)
qurinet,22:22:22:22:22:22,11,2.462,38,-72
17-1,00:0C:42:65:C6:AB,11,2.462,38,-72
28-1,00:0C:42:67:89:CC,11,2.462,37,-73
27-1,00:0C:42:6C:39:3B,11,2.462,21,-89
qurinet,22:22:22:22:22:22,1,2.412,43,-67
17-0,00:0C:42:6C:3D:2F,1,2.412,33,-77
27-0,00:0C:42:6C:37:D1,1,2.412,24,-86
15-0,00:0C:42:6C:39:2C,1,2.412,45,-65
28-0,00:0C:42:6C:3D:49,1,2.412,43,-67
8-0,00:0C:42:6C:40:83,1,2.412,19,-91
