ESSID,Mac,Channel,Frequency(Ghz),Quality,Signal(dBm)
qurinet,22:22:22:22:22:22,1,2.412,45,-65
1-0,00:0C:42:6C:40:76,1,2.412,41,-69
qurinet,22:22:22:22:22:22,1,2.412,32,-78
248-1,00:0C:42:65:C4:6C,6,2.437,37,-73
qurinet,22:22:22:22:22:22,11,2.462,40,-70
1-1,00:0C:42:6C:3D:68,11,2.462,42,-68
