ESSID,Mac,Channel,Frequency(Ghz),Quality,Signal(dBm)
qurinet,22:22:22:22:22:22,11,2.462,70,0
qurinet,22:22:22:22:22:22,11,2.462,35,-75
1-1,00:0C:42:6C:3D:68,11,2.462,21,-89
38-1,00:0C:42:65:C6:AE,11,2.462,25,-85
33-1,00:0C:42:67:89:1E,11,2.462,30,-80
32-0,00:0C:42:6C:39:3D,1,2.412,53,-57
38-0,00:0C:42:67:89:A8,1,2.412,29,-81
qurinet,22:22:22:22:22:22,1,2.412,57,-53
