ESSID,Mac,Channel,Frequency(Ghz),Quality,Signal(dBm)
qurinet,22:22:22:22:22:22,6,2.437,34,-76
qurinet,22:22:22:22:22:22,1,2.412,33,-77
1-0,00:0C:42:6C:40:76,1,2.412,29,-81
32-0,00:0C:42:6C:39:3D,1,2.412,26,-84
spanishflat.valleyinternet.com,00:27:22:C2:C4:C9,3,2.422,25,-85
1-1,00:0C:42:6C:3D:68,11,2.462,44,-66
36-1,00:0C:42:6C:39:3F,11,2.462,29,-81
qurinet,22:22:22:22:22:22,11,2.462,30,-80
37-1,00:0C:42:67:89:89,11,2.462,21,-89
