ESSID,Mac,Channel,Frequency(Ghz),Quality,Signal(dBm)
36-0,00:0C:42:6C:39:24,1,2.412,41,-69
37-1,00:0C:42:67:89:89,11,2.462,44,-66
qurinet,22:22:22:22:22:22,11,2.462,43,-67
qurinet,22:22:22:22:22:22,1,2.412,39,-71
37-0,00:0C:42:65:C6:74,1,2.412,37,-73
qurinet,22:22:22:22:22:22,6,2.437,31,-79
