ESSID,Mac,Channel,Frequency(Ghz),Quality,Signal(dBm)
qurinet,22:22:22:22:22:22,11,2.462,22,-88
252-1,00:0C:42:65:C6:73,11,2.462,24,-86
6-0,00:0C:42:6C:40:7B,11,2.462,21,-89
qurinet,22:22:22:22:22:22,1,2.412,36,-74
14-0,00:0C:42:6C:3D:3C,1,2.412,31,-79
252-1,00:0C:42:65:C6:73,11,2.462,21,-89
