ESSID,Mac,Channel,Frequency(Ghz),Quality,Signal(dBm)
qurinet,22:22:22:22:22:22,11,2.462,24,-86
6-0,00:0C:42:6C:40:7B,11,2.462,23,-87
29-1,00:0C:42:67:89:B6,11,2.462,23,-87
30-1,00:0C:42:65:C4:4F,11,2.462,21,-89
27-1,00:0C:42:6C:39:3B,11,2.462,21,-89
14-1,00:0C:42:67:89:2D,11,2.462,23,-87
qurinet,22:22:22:22:22:22,1,2.412,40,-70
8-0,00:0C:42:6C:40:83,1,2.412,30,-80
29-0,00:0C:42:6C:40:84,1,2.412,27,-83
6-1,00:0C:42:6C:3D:3E,1,2.412,28,-82
qurinet,22:22:22:22:22:22,6,2.437,40,-70
