ESSID,Mac,Channel,Frequency(Ghz),Quality,Signal(dBm)
qurinet,22:22:22:22:22:22,1,2.412,21,-89
30-0,00:0C:42:6C:3D:25,1,2.412,18,-92
13-0,00:0C:42:6C:3D:C3,1,2.412,20,-90
1-0,00:0C:42:6C:40:76,1,2.412,23,-87
248-1,00:0C:42:65:C4:6C,6,2.437,28,-82
qurinet,22:22:22:22:22:22,11,2.462,25,-85
1-1,00:0C:42:6C:3D:68,11,2.462,24,-86
