ESSID,Mac,Channel,Frequency(Ghz),Quality,Signal(dBm)
qurinet,22:22:22:22:22:22,6,2.437,30,-80
qurinet,22:22:22:22:22:22,1,2.412,26,-84
20-0,00:0C:42:6C:3D:5E,1,2.412,25,-85
29-0,00:0C:42:6C:40:84,1,2.412,26,-84
1-0,00:0C:42:6C:40:76,1,2.412,51,-59
17-0,00:0C:42:6C:3D:2F,1,2.412,33,-77
qurinet,22:22:22:22:22:22,11,2.462,21,-89
17-1,00:0C:42:65:C6:AB,11,2.462,24,-86
13-1,00:0C:42:67:89:9A,11,2.462,20,-90
qurinet,22:22:22:22:22:22,11,2.462,61,-49
