ESSID,Mac,Channel,Frequency(Ghz),Quality,Signal(dBm)
qurinet,22:22:22:22:22:22,1,2.412,33,-77
qurinet,22:22:22:22:22:22,11,2.462,67,-43
qurinet,22:22:22:22:22:22,6,2.437,26,-84
